0	1
0	2
0	12
0	14
0	22
0	24
0	25
0	29
0	33
0	34
0	39
0	41
0	45
0	49
0	59
0	99
0	102
0	126
0	158
0	171
0	197
0	213
0	236
0	238
0	241
0	251
0	277
0	298
0	300
0	315
0	360
0	367
0	370
0	431
0	441
0	458
0	504
0	538
0	613
0	628
0	634
0	644
0	662
0	698
0	755
0	765
0	790
0	829
0	850
0	909
0	956
0	963
0	987
0	1009
0	1101
0	1113
0	1137
0	1211
0	1233
0	1234
0	1254
0	1278
0	1298
0	1432
0	1478
0	1492
0	1493
0	1561
0	1623
0	1792
0	1803
0	1810
0	1851
0	1994
0	2056
0	2166
0	2170
0	2182
0	2246
0	2323
0	2388
0	2467
0	2487
0	2535
0	2607
0	2656
0	2797
0	2824
0	2885
0	2986
0	3141
0	3200
0	3277
0	3431
0	3827
0	3959
0	4389
0	4772
0	4921
0	5451
0	5478
0	5623
0	5785
0	5824
0	6228
0	6349
0	6564
0	6692
0	6780
0	7189
0	7822
0	8455
0	8505
0	9035
0	9161
0	9555
0	9770
1	0
1	14
1	22
1	24
1	25
1	29
1	41
1	42
1	43
1	45
1	47
1	59
1	71
1	77
1	88
1	99
1	123
1	139
1	158
1	171
1	197
1	213
1	232
1	251
1	301
1	309
1	341
1	383
1	429
1	430
1	432
1	441
1	535
1	566
1	600
1	655
1	726
1	737
1	750
1	790
1	912
1	938
1	987
1	1024
1	1201
1	1234
1	1250
1	1298
1	1473
1	1480
1	1669
1	1781
1	1808
1	1994
1	2011
1	2018
1	2461
1	2607
1	2630
1	2701
1	2824
1	2885
1	3017
1	3023
1	3106
1	3195
1	3202
1	3225
1	3277
1	3513
1	3643
1	3734
1	3794
1	3827
1	4023
1	4035
1	4119
1	4362
1	4624
1	4893
1	4960
1	5363
1	5399
1	5423
1	5572
1	5691
1	5785
1	5995
1	6041
1	6045
1	6097
1	6520
1	6621
1	6648
1	6716
1	6794
1	7109
1	7365
1	8300
1	8455
1	8682
1	8690
1	8726
1	8825
1	9043
1	9143
1	9221
1	9834
2	0
2	3
2	4
2	16
2	20
2	32
2	40
2	61
2	73
2	77
2	80
2	108
2	113
2	122
2	137
2	179
2	188
2	207
2	217
2	223
2	229
2	241
2	243
2	247
2	266
2	280
2	300
2	313
2	375
2	465
2	482
2	484
2	504
2	531
2	542
2	564
2	571
2	577
2	582
2	595
2	602
2	630
2	633
2	634
2	636
2	763
2	805
2	865
2	920
2	935
2	1047
2	1129
2	1172
2	1213
2	1251
2	1284
2	1414
2	1465
2	1505
2	1561
2	1634
2	1635
2	1686
2	1734
2	2007
2	2013
2	2053
2	2130
2	2193
2	2391
2	2396
2	2512
2	2529
2	2834
2	2975
2	3150
2	3304
2	3335
2	3350
2	3464
2	3566
2	3773
2	3910
2	4042
2	4198
2	4221
2	4344
2	4500
2	4559
2	4629
2	4676
2	4824
2	4911
2	5142
2	5233
2	5404
2	6225
2	6269
2	6287
2	6444
2	7065
2	7185
2	7279
2	7369
2	7449
2	7555
2	7785
2	8317
2	8653
2	8806
2	8864
2	9458
2	9473
2	9477
3	2
3	4
3	5
3	6
3	16
3	21
3	23
3	36
3	40
3	42
3	71
3	74
3	76
3	77
3	81
3	83
3	89
3	135
3	164
3	167
3	188
3	196
3	199
3	223
3	229
3	242
3	267
3	274
3	297
3	337
3	371
3	379
3	506
3	556
3	569
3	575
3	587
3	630
3	646
3	681
3	686
3	702
3	720
3	752
3	806
3	837
3	861
3	1086
3	1094
3	1138
3	1178
3	1314
3	1318
3	1408
3	1542
3	1668
3	1671
3	1691
3	2042
3	2067
3	2592
3	2611
3	2636
3	2964
3	3057
3	3255
3	3678
3	3684
3	3850
3	4002
3	4029
3	4113
3	4165
3	4432
3	4500
3	4559
3	4680
3	4869
3	4958
3	5701
3	5827
3	5838
3	5993
3	7056
3	7570
3	7926
3	8208
3	9438
4	2
4	3
4	8
4	9
4	10
4	12
4	17
4	19
4	20
4	27
4	30
4	38
4	40
4	43
4	46
4	50
4	57
4	58
4	92
4	104
4	114
4	119
4	122
4	146
4	148
4	149
4	179
4	211
4	241
4	275
4	279
4	300
4	480
4	529
4	542
4	575
4	577
4	587
4	595
4	636
4	646
4	782
4	810
4	821
4	823
4	857
4	861
4	862
4	886
4	1122
4	1124
4	1288
4	1404
4	1416
4	1422
4	1605
4	1635
4	1695
4	1734
4	1769
4	1912
4	2009
4	2024
4	2130
4	2334
4	2373
4	2429
4	2478
4	2537
4	3121
4	3150
4	3174
4	3371
4	3409
4	3658
4	3743
4	3864
4	3907
4	4200
4	4289
4	4329
4	4625
4	4680
4	5125
4	5324
4	5333
4	5513
4	5655
4	6225
4	6772
4	8056
4	8979
4	9497
4	9597
4	9699
4	9709
5	3
5	9
5	12
5	16
5	21
5	38
5	40
5	42
5	44
5	53
5	54
5	55
5	57
5	58
5	71
5	74
5	77
5	81
5	83
5	85
5	89
5	92
5	135
5	164
5	167
5	188
5	196
5	219
5	229
5	237
5	242
5	266
5	277
5	298
5	365
5	367
5	371
5	503
5	616
5	632
5	636
5	681
5	696
5	698
5	702
5	752
5	861
5	875
5	1003
5	1055
5	1057
5	1086
5	1101
5	1316
5	1334
5	1361
5	1574
5	1650
5	1668
5	1671
5	1679
5	1701
5	1859
5	1883
5	1997
5	2067
5	2453
5	2479
5	2522
5	2592
5	2636
5	2724
5	2993
5	3057
5	3070
5	3118
5	3209
5	3255
5	3413
5	4001
5	4029
5	4113
5	4171
5	5595
5	5750
5	5952
5	5993
5	6074
5	6215
5	6945
5	7056
5	7780
5	7981
5	9821
6	3
6	77
6	88
6	108
6	223
6	245
6	324
6	373
6	379
6	395
6	471
6	495
6	620
6	661
6	803
6	806
6	817
6	869
6	1006
6	1193
6	1372
6	1468
6	1750
6	1850
6	1882
6	2032
6	2273
6	2975
6	3046
6	3047
6	3406
6	3445
6	5600
6	5627
6	6203
6	6541
6	8724
6	8772
7	8
7	9
7	27
7	30
7	40
7	43
7	69
7	85
7	87
7	89
7	109
7	110
7	113
7	114
7	116
7	126
7	128
7	139
7	143
7	164
7	168
7	196
7	217
7	246
7	274
7	284
7	294
7	303
7	325
7	356
7	383
7	393
7	423
7	478
7	498
7	550
7	552
7	607
7	672
7	681
7	711
7	777
7	841
7	887
7	1009
7	1183
7	1269
7	1290
7	1386
7	1427
7	1605
7	1612
7	1758
7	1835
7	1843
7	1850
7	1916
7	1950
7	1962
7	1988
7	2108
7	2479
7	2486
7	2671
7	2686
7	2729
7	2760
7	2804
7	2866
7	3062
7	3111
7	3266
7	3375
7	3476
7	3986
7	4009
7	4168
7	4175
7	4267
7	4289
7	5454
7	5669
7	6445
7	6968
7	7327
7	7510
7	7924
7	8155
7	8677
7	8865
7	9959
8	4
8	7
8	10
8	12
8	19
8	40
8	43
8	44
8	81
8	87
8	92
8	109
8	111
8	114
8	116
8	143
8	146
8	168
8	185
8	196
8	211
8	235
8	248
8	261
8	282
8	290
8	317
8	328
8	341
8	358
8	367
8	373
